平水韵韵部,声调,词林正韵部,潮汕音韵母,此韵母归此韵的字,同读此韵母但不属此韵的字,韵母匹配度
一屋,入声,第十五部,iok,涑祝夙戮陆鞠粥蓿塾肉孰竺菽喌筑轴昱六畜鬻肃毓掬蓄燠淑谡妯搐淯鞫录竹熟郁菊碌俶缩叔矗僇啄逐宿彧馥育煜,隩觸触戳促寂腳脚匊局侷跼覺觉可克刻氪陸淥渌逯錄綠绿曲蛐麯麴卻…,49/147
一屋,入声,第十五部,iu,喌缪囿就衄僇宿柚,彪滮抽犨仇惆酬稠愁裯綢绸儔俦幬帱疇畴籌筹躊踌讐讎雠丑瞅醜臭稻…,8/325
一屋,入声,第十五部,o,噢,阿襖袄薄保寶宝抱報报陂波玻菠播嶓跛簸啵糙曹槽草初鋤锄楚礎础搓…,1/384
一屋,入声,第十五部,ok,族蝮毂苜鳆辘黩漉国簇洑摝牍濮木醭副覆独甪喾腹服辐蹙目缪睦蔟牧暴菔鹜蔌嗾谷槭茯哭禄觳觫朴椟伏幅霂𫗧簏屋沐仆讟碌扑蹴福髑簌蹼穆槲榖縠麓啄速匐渎镞犊蝠斛卜读复鹿,白百佰柏雹薄㩧㿺帛舶鉑铂箔礴啵蔔簿亍齪龊纛督毒獨匵瀆櫝殰犢牘…,77/282
一屋,入声,第十五部,ou,毂骰读,煲哺補补布步部埠踄簿愁廚厨觕湊凑腠輳辏粗醋都唗兜篼抖枓陡蚪斗…,3/338
一屋,入声,第十五部,u,辘副鹜仆,煲烳逋晡捕哺補补布步佈怖部埠簿肏誧𰵩䯙初樗除芻刍滁蜍鋤锄廚厨…,4/725
一屋,入声,第十五部,ui,颓,杯卑背椑悲貝贝倍狽狈悖焙蓓碚誖輩辈扯𠡒揣膗踹膪圌吹炊垂陲捶搥…,1/464
一屋,入声,第十五部,ut,郁,不鈈钚出齣怵黜猝咄柮飿饳芾沸弗佛拂茀彿怫氟祓艴紱绂紼绋髴黻汩…,1/114
二沃,入声,第十五部,ak,𬒈,暴爆㩧剝剥亳博搏駁驳膊戳錯错獨独讀读度踱鐸铎恶堊垩鄂惡萼愕腭…,1/194
二沃,入声,第十五部,au,郜告雹纛,凹敖𠢕嶅遨嗷廒獒熬聱螯翱鏖鰲鳌媼媪襖袄坳拗奡傲奧奥隩嶴岙澳懊…,4/491
二沃,入声,第十五部,ek,北菉,隘白百佰柏薄逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測测…,2/416
二沃,入声,第十五部,iok,俗粟褥顼旭局镯足欲蠋玉躅续狱蜀鹆曲瘃录嘱烛逯溽缛绿赎辱跼束促勖浴触属瞩蓐渌,隩畜搐觸矗戳馥寂腳脚匊掬鞠鞫侷菊覺觉可克刻氪六陸陆淥碌僇戮錄…,37/147
二沃,入声,第十五部,iong,跫,冲充沖忡茺翀舂衝憧艟崇蟲虫寵宠銃铳蓯苁樅枞從从叢丛弓供恭躬宮…,1/184
二沃,入声,第十五部,iu,臼,彪滮抽犨仇惆酬稠愁裯綢绸儔俦幬帱疇畴籌筹躊踌讐讎雠丑瞅醜臭稻…,1/326
二沃,入声,第十五部,ok,笃鋈毒酷喾鹄告谷禄亍梏仆督雹沃纛镤,白百佰柏薄暴㩧㿺帛舶鉑铂箔礴卜啵蔔醭簿齪龊蔟簇蹙蹴獨独匵瀆渎…,17/285
二沃,入声,第十五部,u,数趣仆,煲烳逋晡捕哺補补布步佈怖部埠簿肏誧𰵩䯙初樗除芻刍滁蜍鋤锄廚厨…,3/724
三觉,入声,第十六部,ak,搦壳悫剥角驳乐玨桷榷𬒈峃岳爆濯学确,㩧北剝亳博搏駁膊戳錯错毒獨独讀读度踱鐸铎恶堊垩鄂惡萼愕腭噩㕺…,17/196
三觉,入声,第十六部,au,貌趵较瞀暴滈雹爆棹,凹敖𠢕嶅遨嗷廒獒熬聱螯翱鏖鰲鳌媼媪襖袄坳拗奡傲奧奥隩嶴岙澳懊…,9/491
三觉,入声,第十六部,ek,搦,隘白百佰柏薄北逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測…,1/425
三觉,入声,第十六部,iah,擢,壁璧拆赤糴籴蝶額额屐脊迹跡蹟揭訐讦劇剧掠癖辟僻峭雀食錫锡席隙…,1/47
三觉,入声,第十六部,iak,跃乐药,杓蘗綽绰菔皭爵嚼撂掠略淖臬鎳镍虐瘧疟怯卻却雀鵲鹊若弱婼蒻箬篛…,3/65
三觉,入声,第十六部,iau,较朴邈藐,詏𬣦杓標标膘瀌瘭鏢镖驃骠飆飙飈飚鑣镳表婊裱錶俵鰾鳔超晁朝嘲潮…,4/413
三觉,入声,第十六部,iok,觉涿卓镯躅浊岳倬学啄琢,隩畜搐觸触矗戳促馥寂腳脚匊掬鞠鞫局侷菊跼覺可克刻氪六陸陆淥渌…,11/147
三觉,入声,第十六部,o,喔,阿襖袄薄保寶宝抱報报陂波玻菠播嶓跛簸啵糙曹槽草初鋤锄楚礎础搓…,1/385
三觉,入声,第十六部,oh,踔荦,薄舶鉑铂駁箔礴觸触掇恶厄呃惡愕㕺閤阁閣鶴鹤駱骆落絡络摞犖麼么…,2/67
三觉,入声,第十六部,ok,龊鳆斮诼渥角乐龌暴觳朴捉握幄雹璞斲啄喔,白百佰柏薄㩧㿺帛舶鉑铂箔礴卜啵蔔醭簿亍齪蔟簇蹙蹴纛督毒獨独匵…,19/294
三觉,入声,第十六部,ong,瞀,盎幫帮膀蚌磅鎊镑甭泵窗囱幢匆蔥葱聰聪驄骢淙琮蕩荡冬東东咚氡蝀…,1/318
三觉,入声,第十六部,u,数,煲烳逋晡捕哺補补布步佈怖部埠簿肏誧𰵩䯙初樗除芻刍滁蜍鋤锄廚厨…,1/726
三觉,入声,第十六部,uah,喔,峇茇跋癶缽钵鉢撥拨博鈸钹掣叱錯错掇伐割葛轕𮝺刮喝划劃活渴闊阔…,1/58
三觉,入声,第十六部,uak,搠朔浊槊濯,郭崞椁槨漷获穫蠖鑊镬廓擴扩彍𭚦蜀蒴塑溯嗍矱濁數孑獲,5/30
三觉,入声,第十六部,ur,儿,差車车哧茌遲迟除鋤锄呲疵跐茨祠瓷詞词慈磁雌糍辭辞鶿鹚鷀此泚次…,1/308
四质,入声,第十七部,at,虱,八捌別别桲擦察鑔镲墶垯噠哒笪達达靼繨𫄤韃鞑遏割葛喝曷核鞨褐戛…,1/93
四质,入声,第十七部,ek,昵衵镒瑟聿悉汨骘溢,隘白百佰柏薄北逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測…,9/423
四质,入声,第十七部,i,质泌踬尼,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,4/959
四质,入声,第十七部,iat,侄桎郅栉耋拮蛭唧栗秩橘窒洁诘垤轶抶溧篥帙,憋徶鱉鳖別别彆癶掣撤徹彻澈跌迭耊昳瓞絰绖鱖鳜虢即恝揭孑桀傑杰…,20/152
四质,入声,第十七部,ih,覕,徶鱉鳖彳滴啇喋碟頰颊接潔蠘咧裂乜篾𰴕廿捏𥍉𱳅趴沏契砌䟙切缺舌…,1/49
四质,入声,第十七部,ik,吉弼,結殖咽釔迭妷軼筆鉍畢篳蓽蹕癟㿜嗶疋滅蔑衊覓蠛默謐得鍀直桔碣楬…,2/44
四质,入声,第十七部,ip,疾蒺,給给圾芨緝缉及岌汲笈急級级戢集楫蕺輯辑立笠粒泣葺入澀涩歙什溼…,2/61
四质,入声,第十七部,it,笔觱嫉苾荜乙跸筚佛沕质铋室叱壹漆失佾密宓逸实蜜一日轶必谧佚泆匹膝七,筆蓽嗶哔鉍篳蹕癟瘪熾炽得鍀锝迭昳蝠瘠蹐鶺鹡脊鯽鲫揭結结楬碣糸…,33/99
四质,入声,第十七部,uai,率帅,乖拐𧊅柺夬怪噲哙鮭鲑劊刽徊淮槐懷怀壞坏匯汇會会薈荟澮浍檜桧繪…,2/55
四质,入声,第十七部,uat,茁,拔茇跋魃鼥般孛荸癶缽钵鉢撥拨餑饽勃脖渤鈸钹鵓鹁絀绌啜惙輟辍撮…,1/114
四质,入声,第十七部,ue,戍,掰㧳杯揹背貝贝倍狽狈悖被焙蓓碚誖褙輩辈鋇钡菠揣吹炊棰箠兌兑裰…,1/200
四质,入声,第十七部,ui,卒垒啐,杯卑背椑悲貝贝倍狽狈悖焙蓓碚誖輩辈扯𠡒揣膗踹膪圌吹炊垂陲捶搥…,3/464
四质,入声,第十七部,ut,卒律沭出术聿佛沕秫述鹬黜蟀捽率恤诎汩矞怵,不鈈钚齣猝咄柮飿饳芾沸弗拂茀彿怫氟祓艴紱绂紼绋髴黻骨榾餶馉鶻…,20/114
五物,入声,第十八部,i,契,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,1/959
五物,入声,第十八部,iat,厥,憋徶鱉鳖別别彆癶掣撤徹彻澈抶跌迭耊垤昳瓞耋絰绖鱖鳜虢唧即恝揭…,1/153
五物,入声,第十八部,iok,郁,隩畜搐觸触矗戳促馥寂腳脚匊掬鞠鞫局侷菊跼覺觉可克刻氪六陸陆淥…,1/147
五物,入声,第十八部,it,迄佛沕,筆笔必苾蓽荜嗶哔鉍铋觱篳筚蹕跸癟瘪叱熾炽得鍀锝迭昳蝠嫉瘠蹐鶺…,3/100
五物,入声,第十八部,uat,剟,拔茇跋魃鼥般孛荸癶缽钵鉢撥拨餑饽勃脖渤鈸钹鵓鹁絀绌啜惙輟辍撮…,1/114
五物,入声,第十八部,uh,欻,哱鶻鹘呴焌窟噗入射腯吸㰵嘬,1/14
五物,入声,第十八部,ui,尉蔚沸,杯卑背椑悲貝贝倍狽狈悖焙蓓碚誖輩辈扯𠡒揣膗踹膪圌吹炊垂陲捶搥…,3/464
五物,入声,第十八部,urt,疙乞仡吃讫屹汔,圪紇纥嚙啮齧囓訖,7/15
五物,入声,第十八部,ut,物茀勿祓熨佛弗沕诎倔黻绋不郁艴屈掘绂崛怫拂菀,鈈钚出齣怵黜猝咄柮飿饳芾彿氟紱紼髴汩骨榾餶馉鶻鹘核覈呼忽唿淴…,22/111
六月,入声,第十八部,ap,讷呐,凹插扱鍤锸耷搭嗒褡沓剳答溚瘩呷蓋盖鴿鸽蛤合佮頜颌郃盍盒闔阖圾…,2/124
六月,入声,第十八部,at,桲谒歇核,八捌別别擦察鑔镲墶垯噠哒笪達达靼繨𫄤韃鞑遏割葛喝曷鞨褐戛癤疖…,4/97
六月,入声,第十八部,ek,汨核,隘白百佰柏薄北逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測…,2/426
六月,入声,第十八部,iah,讦,壁璧拆赤糴籴蝶額额屐脊迹跡蹟訐劇剧掠癖辟僻峭雀食錫锡席隙削役…,1/45
六月,入声,第十八部,ian,阏,辦办瓣萹蝙編编鞭邊边鯿鳊籩笾煸扁匾貶贬碥稨褊藊卞弁汴忭便遍辨…,1/582
六月,入声,第十八部,iat,楬撅橛阙鳜蝎歇月厥蕨碣曰揭羯蹶竭,憋徶鱉鳖別别彆癶掣撤徹彻澈抶跌迭耊垤昳瓞耋絰绖鱖虢唧即恝孑拮…,16/153
六月,入声,第十八部,uat,筏发脖咄越勃阀钺罚鹁粤刖月孛饽伐曰渤樾,拔茇跋魃鼥般荸癶缽钵鉢撥拨餑鈸钹鵓絀绌啜惙輟辍撮剟掇敠敪裰奪…,19/113
六月,入声,第十八部,ue,哕,掰㧳杯揹背貝贝倍狽狈被焙蓓碚誖褙輩辈鋇钡菠揣吹炊棰箠兌兑裰飛…,1/200
六月,入声,第十八部,ueh,哕,恶惡刮郭𰉗砉划劃噦沫詖诐缺闕闋阕刷唰涮說说襪袜物血畫𠱀,1/28
六月,入声,第十八部,uh,腯,哱欻鶻呴焌噗入射吸㰵嘬,1/12
六月,入声,第十八部,ui,卒悖,杯卑背椑悲貝贝倍狽狈焙蓓碚誖輩辈扯𠡒揣膗踹膪圌吹炊垂陲捶搥棰…,2/462
六月,入声,第十八部,urt,纥,吃仡圪疙紇嚙啮齧囓乞迄契訖讫汔屹,1/17
六月,入声,第十八部,ut,卒殁矻窟突猝没淴阢柮艴搰捽堀鹘笏榾崛杌惚兀凸忽汩骨滑窣掘,不鈈钚出齣怵黜飿饳芾沸弗佛拂茀彿怫氟祓紱绂紼绋髴黻餶馉鶻覈呼…,28/112
七曷,入声,第十八部,ah,瘌剌,瓣臿插鍤锸搭褡沓打疊叠蓋哈鉿铪合佮袷餄饸甲岬胛鉀钾接截卡客垃…,2/75
七曷,入声,第十八部,ai,盖,哎哀埃挨唉捱皚皑矮藹蔼靄霭艾砹隘𱐿噯嗳嬡嫒𡟓礙碍岸捭擺摆襬拜…,1/355
七曷,入声,第十八部,ak,鹖豁,雹暴爆㩧北剝剥亳博搏駁驳膊戳錯错毒獨独讀读度踱鐸铎恶堊垩鄂惡…,2/192
七曷,入声,第十八部,an,怛妲,安桉氨鞍俺銨铵犴岸按胺案扳班般斑搬頒颁瘢癍阪坂板版蝂闆扮辦办…,2/319
七曷,入声,第十八部,ann,呾,揞叄叁儋擔担膽胆淡氮澹泛柑敢橄咊剪翦酵藍蓝籃篮欖榄林冇奅仨三…,1/39
七曷,入声,第十八部,ap,磕,凹插扱鍤锸耷搭嗒褡沓剳答溚瘩呷蓋鴿鸽蛤合佮頜颌郃盍盒闔阖圾集…,1/123
七曷,入声,第十八部,at,葛挞割獭鞨萨曷靼闼捺褐笪遏达喝渴,八捌別别桲擦察鑔镲墶垯噠哒達繨𫄤韃鞑核戛癤疖結结節节攫刻辣叻…,16/97
七曷,入声,第十八部,ek,适,隘白百佰柏薄北逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測…,1/426
七曷,入声,第十八部,i,粝,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,1/960
七曷,入声,第十八部,iak,蘗,杓綽绰菔皭爵嚼撂掠略淖臬鎳镍虐瘧疟怯卻却雀鵲鹊若弱婼蒻箬篛勺…,1/65
七曷,入声,第十八部,ian,阏,辦办瓣萹蝙編编鞭邊边鯿鳊籩笾煸扁匾貶贬碥稨褊藊卞弁汴忭便遍辨…,1/582
七曷,入声,第十八部,iat,蝎,憋徶鱉鳖別别彆癶掣撤徹彻澈抶跌迭耊垤昳瓞耋絰绖鱖鳜虢唧即恝揭…,1/153
七曷,入声,第十八部,uah,阔轕秣,峇癶缽鉢撥博鈸掣叱錯错伐𮝺刮划劃闊辣烙撇潑熱热撒剎刹殺杀煞鎩…,3/42
七曷,入声,第十八部,uat,抹末拨钵泼跋越咄剟鸹脱活栝撮掇括夺茇魃拔裰钹斡沫,鼥般孛荸癶缽鉢撥餑饽勃脖渤鈸鵓鹁絀绌啜惙輟辍敠敪奪發发伐垡筏…,24/113
七曷,入声,第十八部,ue,濊秣,掰㧳杯揹背貝贝倍狽狈悖被焙蓓碚誖褙輩辈鋇钡菠揣吹炊棰箠兌兑飛…,2/200
七曷,入声,第十八部,ut,捋,不鈈钚出齣怵黜猝柮飿饳芾沸弗佛拂茀彿怫氟祓艴紱绂紼绋髴黻汩骨…,1/111
八黠,入声,第十八部,a,叭帕,阿錒锕啊拗詏𬣦巴扒芭疤粑豝把靶爸耙罷罢霸壩坝灞欛吧骲飽饱趵豹…,2/240
八黠,入声,第十八部,ai,秸,哎哀埃挨唉捱皚皑矮藹蔼靄霭艾砹隘𱐿噯嗳嬡嫒𡟓礙碍岸捭擺摆襬拜…,1/355
八黠,入声,第十八部,ak,嘎哳,雹暴爆㩧剝剥亳博搏駁驳膊戳錯错毒獨独讀读度踱鐸铎恶堊垩鄂惡萼…,2/192
八黠,入声,第十八部,at,瞎杀辖揠八察捌铩轧刹扎獭札戛,別别桲擦鑔镲墶垯噠哒笪達达靼繨𫄤韃鞑遏割葛喝曷核鞨褐癤疖結结…,14/98
八黠,入声,第十八部,ek,北,隘白百佰柏薄逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測测…,1/426
八黠,入声,第十八部,iat,黠楬楔颉,憋徶鱉鳖別别彆癶掣撤徹彻澈抶跌迭耊垤昳瓞耋絰绖鱖鳜虢唧即恝揭…,4/153
八黠,入声,第十八部,uah,蚻,峇茇跋癶缽钵鉢撥拨博鈸钹掣叱錯错掇伐割葛轕𮝺喝划劃活渴闊阔辣…,1/53
八黠,入声,第十八部,uat,鸹茁刮拔刷刖,茇跋魃鼥般孛荸癶缽钵鉢撥拨餑饽勃脖渤鈸钹鵓鹁絀绌啜惙輟辍撮咄…,6/114
八黠,入声,第十八部,ut,猾滑鹘,不鈈钚出齣怵黜猝咄柮飿饳芾沸弗佛拂茀彿怫氟祓艴紱绂紼绋髴黻汩…,3/114
九屑,入声,第十八部,ap,呐,凹插扱鍤锸耷搭嗒褡沓剳答溚瘩呷蓋盖鴿鸽蛤合佮頜颌郃盍盒闔阖圾…,1/124
九屑,入声,第十八部,at,噎核疖,八捌別桲擦察鑔镲墶垯噠哒笪達达靼繨𫄤韃鞑遏割葛喝曷鞨褐戛癤結…,3/95
九屑,入声,第十八部,au,啮,凹敖𠢕嶅遨嗷廒獒熬聱螯翱鏖鰲鳌媼媪襖袄坳拗奡傲奧奥隩嶴岙澳懊…,1/491
九屑,入声,第十八部,ek,晰扼核,隘白百佰柏薄北逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測…,3/426
九屑,入声,第十八部,i,批闭契偈愒蹩霓切捩,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,9/956
九屑,入声,第十八部,iah,讦,壁璧拆赤糴籴蝶額额屐脊迹跡蹟訐劇剧掠癖辟僻峭雀食錫锡席隙歇削…,1/46
九屑,入声,第十八部,iak,臬,杓蘗綽绰菔皭爵嚼撂掠略淖鎳镍虐瘧疟怯卻却雀鵲鹊若弱婼蒻箬篛勺…,1/63
九屑,入声,第十八部,ian,谳餮咽,辦办瓣萹蝙編编鞭邊边鯿鳊籩笾煸扁匾貶贬碥稨褊藊卞弁汴忭便遍辨…,3/582
九屑,入声,第十八部,iap,陧窃泄绁页捏涅渫苶,臿插堞喋牒碟蝶蹀諜谍疊叠浹浃裌夹夾郟郏莢荚袷蛺蛱鋏铗頰颊接劫…,9/128
九屑,入声,第十八部,iat,辙瓞楬侄设灭撷结瞥缺烈屑彻跌舌楔截桀裂茢撇铁杰列迭澈耋蔑拮颉绖节蛭切鳖掣孽洌折薛锲冽挈哲洁血撤亵碣昳揭缬垤孑轶竭热谲雪别咽,憋徶鱉別彆癶徹抶耊絰鱖鳜虢唧即恝傑結節詰诘羯潔趄橘撅噘厥蕨嶡…,61/153
九屑,入声,第十八部,iau,橇,詏𬣦杓標标膘瀌瘭鏢镖驃骠飆飙飈飚鑣镳表婊裱錶俵鰾鳔超晁朝嘲潮…,1/414
九屑,入声,第十八部,ih,覕咧,徶鱉彳叱滴啇喋碟唧頰颊接潔蠘乜𰴕廿𥍉𱳅趴沏砌䟙食蝕蚀爍烁鐵熠…,2/40
九屑,入声,第十八部,ik,浙,結一殖乙釔逸佚佾妷泆軼必筆觱鉍畢篳蓽苾蹕癟㿜弼嗶匹疋滅宓密衊…,1/54
九屑,入声,第十八部,ip,折,給给圾芨緝缉及岌汲笈急級级疾戢集蒺楫蕺輯辑立笠粒泣葺入澀涩歙…,1/62
九屑,入声,第十八部,it,蠛篾鲫轶,筆笔必苾蓽荜嗶哔鉍铋觱篳筚蹕跸癟瘪叱熾炽得鍀锝佛蝠嫉瘠蹐鶺鹡…,4/92
九屑,入声,第十八部,oi,啮,挨矮𠜱釵钗喫代堤底改噲哙鮭鲑會会𣍐𫧃𠁞𠀾雞鸡計计濟济㩼階阶街…,1/75
九屑,入声,第十八部,ua,拽,貝贝播簸大帶带舵蓋盖歌呱瓜卦挂掛罣罫褂禾何和龢花華华嘩哗鏵铧…,1/116
九屑,入声,第十八部,uah,拽,峇茇跋癶缽钵鉢撥拨博鈸钹叱錯错伐割葛轕𮝺刮喝划劃活渴闊阔辣烙…,1/53
九屑,入声,第十八部,uat,诀埒剟悦缀穴劣玦茁惙抉说辍绝啜掇阅拙决刷谲,拔茇跋魃鼥般孛荸癶缽钵鉢撥拨餑饽勃脖渤鈸钹鵓鹁絀绌輟撮咄敠敪…,21/114
九屑,入声,第十八部,ue,缀,掰㧳杯揹背貝贝倍狽狈悖被焙蓓碚誖褙輩辈鋇钡菠揣吹炊棰箠兌兑裰…,1/200
九屑,入声,第十八部,ueh,唰阕,恶惡刮郭𰉗砉划劃噦哕沫詖诐闕阙闋涮說襪袜物月刖畫𠱀,2/27
九屑,入声,第十八部,ui,蜕,杯卑背椑悲貝贝倍狽狈悖焙蓓碚誖輩辈扯𠡒揣膗踹膪圌吹炊垂陲捶搥…,1/463
九屑,入声,第十八部,un,准,奔逩賁贲錛锛本苯畚笨飱蟬蝉顫颤舩船舛荈春椿純纯脣淳蒓莼醇鶉鹑…,1/377
九屑,入声,第十八部,urt,啮,吃仡圪疙紇纥嚙齧囓乞迄訖讫汔屹,1/16
九屑,入声,第十八部,ut,凸,不鈈钚出齣怵黜猝咄柮飿饳芾沸弗佛拂茀彿怫氟祓艴紱绂紼绋髴黻汩…,1/113
十药,入声,第十六部,a,怍柞,阿錒锕啊拗詏𬣦巴扒叭芭疤粑豝把靶爸耙罷罢霸壩坝灞欛吧骲飽饱豹…,2/235
十药,入声,第十六部,ak,恪膊拓凿谔作鳄恶垩鹤乐搏橐藿鹗铎霍诺腭落郝壑锷博亳噩愕爆涸错萼踱鄂貉,雹暴㩧北剝剥駁驳戳錯毒獨独讀读鐸堊惡㕺諤鍔顎颚鶚鰐鱷伏幅輻辐…,34/196
十药,入声,第十六部,au,趵爆,凹敖𠢕嶅遨嗷廒獒熬聱螯翱鏖鰲鳌媼媪襖袄坳拗奡傲奧奥隩嶴岙澳懊…,2/491
十药,入声,第十六部,e,若,嗄扒把爸耙唄呗廁厕叉扠杈茶查差儕侪車车硨砗扯尺爹父華华藉籍加…,1/157
十药,入声,第十六部,ek,魄硌泽陌昔郝格笮,隘白百佰柏北逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測测…,8/423
十药,入声,第十六部,i,婼郤,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,2/960
十药,入声,第十六部,iak,跃焯著瀹箬婼绰若疟弱掠乐蒻酌鹊嚼烁铄勺雀略爚灼虐爵谑杓龠钥约彴芍削药妁皭,蘗綽菔撂淖臬鎳镍瘧怯卻鵲篛爍鑠趯謔藥鑰約樂躍籥着戳孽櫱屑,36/64
十药,入声,第十六部,iat,攫矍,憋徶鱉鳖別别彆癶掣撤徹彻澈抶跌迭耊垤昳瓞耋絰绖鱖鳜虢唧即恝揭…,2/153
十药,入声,第十六部,iau,𫏋缴杓袅,詏𬣦標标膘瀌瘭鏢镖驃骠飆飙飈飚鑣镳表婊裱錶俵鰾鳔超晁朝嘲潮瘳…,4/414
十药,入声,第十六部,ih,烁,徶鱉鳖彳叱滴啇喋碟唧頰颊接潔洁蠘咧裂乜篾覕𰴕廿捏𥍉𱳅趴沏契砌…,1/52
十药,入声,第十六部,iok,脚却,隩畜搐觸触矗戳促馥寂腳匊掬鞠鞫局侷菊跼覺觉可克刻氪六陸陆淥渌…,2/147
十药,入声,第十六部,o,薄摸膜错,阿襖袄保寶宝抱報报陂波玻菠播嶓跛簸啵糙曹槽草初鋤锄楚礎础搓磋…,4/382
十药,入声,第十六部,oh,萚愕箨,舶鉑铂駁驳礴觸触踔掇厄呃惡㕺閤閣鶴駱絡摞犖荦麼么麽搨託駝驼庹…,3/54
十药,入声,第十六部,ok,薄粕泊骆箔托恶雒斮鹤乐泺镆瘼各洛酪落柝漠寞烙络索簿莫度幕珞缚昨阁斫,白百佰柏雹暴㩧㿺帛舶鉑铂礴卜啵蔔醭亍齪龊蔟簇蹙蹴纛督毒獨独匵…,33/297
十药,入声,第十六部,u,躇蒲厝恶酢簿度珞,煲烳逋晡捕哺補补布步佈怖部埠肏誧𰵩䯙初樗除芻刍滁蜍鋤锄廚厨雛…,8/725
十药,入声,第十六部,uak,获廓漷郭镬蠖,崞椁槨穫鑊擴彍𭚦蜀朔搠蒴槊塑溯嗍矱濁浊濯數孑獲,6/29
十药,入声,第十六部,uang,扩,牀床噇闖闯方邡坊芳枋鈁钫防妨肪房仿昉倣舫紡纺訪访髣放封風风瘋…,1/164
十药,入声,第十六部,ueh,郭,惡刮𰉗砉划劃噦哕沫詖诐缺闕阙闋阕刷唰涮說说襪袜物血月刖畫𠱀,1/30
十药,入声,第十六部,uek,获,嘓啯國国划劃或惑獲湨役疫域撮嘬玨珏瑴潑鈸末茇綴裰刖說曰斡粵越…,1/89
十药,入声,第十六部,ur,噱醵,差車车哧茌遲迟除鋤锄呲疵跐茨祠瓷詞词慈磁雌糍辭辞鶿鹚鷀此泚次…,2/307
十一陌,入声,第十七部,a,咋霸柞,阿錒锕啊拗詏𬣦巴扒叭芭疤粑豝把靶爸耙罷罢壩坝灞欛吧骲飽饱趵豹…,3/236
十一陌,入声,第十七部,ah,剌,瓣臿插鍤锸搭褡沓打疊叠蓋盖哈鉿铪合佮袷餄饸甲岬胛鉀钾接截卡垃…,1/72
十一陌,入声,第十七部,ak,搦窄拓,雹暴爆㩧北剝剥亳博搏駁驳膊戳錯错毒獨独讀读度踱鐸铎恶堊垩鄂惡…,3/199
十一陌,入声,第十七部,ap,栅腊,凹插扱鍤锸耷搭嗒褡沓剳答溚瘩呷蓋盖鴿鸽蛤合佮頜颌郃盍盒闔阖圾…,2/124
十一陌,入声,第十七部,at,核,八捌別别桲擦察鑔镲墶垯噠哒笪達达靼繨𫄤韃鞑遏割葛喝曷鞨褐戛癤…,1/98
十一陌,入声,第十七部,au,睾,凹敖𠢕嶅遨嗷廒獒熬聱螯翱鏖鰲鳌媼媪襖袄坳拗奡傲奧奥隩嶴岙澳懊…,1/491
十一陌,入声,第十七部,e,藉射哑跖假炙尺籍,嗄扒把爸耙唄呗廁厕叉扠杈茶查差儕侪車车硨砗扯爹父華华加枷家耞…,8/156
十一陌,入声,第十七部,eh,膈箦赜嗌,掰冊奼姹仛阨軛挌搿鎘镉硌積迹績绩揢簣篑叻歷历曆藶苈櫟栎嚦呖瀝…,4/66
十一陌,入声,第十七部,ek,迫剧喀骼藉膈埸搦麦窄嗝柏掖拆奕斁薜释佰魄鬲屐舶奭席策借汐霹赤宅易伯百客翮踯泽斥益襞啧隙责璧适陌白掷怿僻赫擗弈擘昔槭坼碛戟辟螫石液穸册硕亦脉格滆碧摘积炙帻拍隔磔脊蜴腋择癖珀峄擿扼惜核只翟绎尺额夕逆帛谪厄革译舴驿蚱吓轭貊蓦,隘薄北逼愎煏愊壁卜蔔冊側侧廁厕測测惻恻呎彳敕飭饬鶒𫛶鷘畜搐得…,109/424
十一陌,入声,第十七部,i,易郤,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,2/959
十一陌,入声,第十七部,ia,硕,才車车硨砗爹伽徛寄加佳迦珈枷痂家耞笳袈葭跏傢嘉斝賈贾檟槚价架…,1/131
十一陌,入声,第十七部,iah,摭,壁糴籴蝶額迹跡蹟揭訐讦劇掠峭雀食錫锡歇削溢翼驛謫柘隻擢,1/28
